rsu_id,x,y
0,76.71,163.27
1,230.14,163.27
2,383.56,163.27
3,536.98,163.27
4,690.41,163.27
5,843.83,163.27
6,997.25,163.27
7,1150.68,163.27
8,1304.10,163.27
9,1457.53,163.27
10,1610.95,163.27
11,1764.37,163.27
12,1917.80,163.27
13,2071.22,163.27
14,2224.64,163.27
15,2378.07,163.27
16,76.71,489.80
17,230.14,489.80
18,383.56,489.80
19,536.98,489.80
20,690.41,489.80
21,843.83,489.80
22,997.25,489.80
23,1150.68,489.80
24,1304.10,489.80
25,1457.53,489.80
26,1610.95,489.80
27,1764.37,489.80
28,1917.80,489.80
29,2071.22,489.80
30,2224.64,489.80
31,2378.07,489.80
32,76.71,816.33
33,230.14,816.33
34,383.56,816.33
35,536.98,816.33
36,690.41,816.33
37,843.83,816.33
38,997.25,816.33
39,1150.68,816.33
40,1304.10,816.33
41,1457.53,816.33
42,1610.95,816.33
43,1764.37,816.33
44,1917.80,816.33
45,2071.22,816.33
46,2224.64,816.33
47,2378.07,816.33
48,76.71,1142.87
49,230.14,1142.87
50,383.56,1142.87
51,536.98,1142.87
52,690.41,1142.87
53,843.83,1142.87
54,997.25,1142.87
55,1150.68,1142.87
56,1304.10,1142.87
57,1457.53,1142.87
58,1610.95,1142.87
59,1764.37,1142.87
60,1917.80,1142.87
61,2071.22,1142.87
62,2224.64,1142.87
63,2378.07,1142.87
64,76.71,1469.40
65,230.14,1469.40
66,383.56,1469.40
67,536.98,1469.40
68,690.41,1469.40
69,843.83,1469.40
70,997.25,1469.40
71,1150.68,1469.40
72,1304.10,1469.40
73,1457.53,1469.40
74,1610.95,1469.40
75,1764.37,1469.40
76,1917.80,1469.40
77,2071.22,1469.40
78,2224.64,1469.40
79,2378.07,1469.40
80,76.71,1795.94
81,230.14,1795.94
82,383.56,1795.94
83,536.98,1795.94
84,690.41,1795.94
85,843.83,1795.94
86,997.25,1795.94
87,1150.68,1795.94
88,1304.10,1795.94
89,1457.53,1795.94
90,1610.95,1795.94
91,1764.37,1795.94
92,1917.80,1795.94
93,2071.22,1795.94
94,2224.64,1795.94
95,2378.07,1795.94
96,76.71,2122.47
97,230.14,2122.47
98,383.56,2122.47
99,536.98,2122.47
100,690.41,2122.47
101,843.83,2122.47
102,997.25,2122.47
103,1150.68,2122.47
104,1304.10,2122.47
105,1457.53,2122.47
106,1610.95,2122.47
107,1764.37,2122.47
108,1917.80,2122.47
109,2071.22,2122.47
110,2224.64,2122.47
111,2378.07,2122.47
112,76.71,2449.00
113,230.14,2449.00
114,383.56,2449.00
115,536.98,2449.00
116,690.41,2449.00
117,843.83,2449.00
118,997.25,2449.00
119,1150.68,2449.00
120,1304.10,2449.00
121,1457.53,2449.00
122,1610.95,2449.00
123,1764.37,2449.00
124,1917.80,2449.00
125,2071.22,2449.00
126,2224.64,2449.00
127,2378.07,2449.00
